Iteration,My,Sigma
1275,3.18722166425245,1.46578288999775
1276,3.20064767111007,1.47925448180978
1277,3.20370743733674,1.48202988335726
1278,3.21710769746635,1.48669720360524
1279,3.2058332379074,1.47288475487845
1280,3.2058332379074,1.47288475487845
1281,3.22166466131972,1.472687128576
1282,3.23021940731487,1.46603085784792
1283,3.23325881141667,1.47559789938809
1284,3.23440881910251,1.47490968242744
1285,3.23401082025525,1.47984588837797
1286,3.25193142509895,1.47818261083993
1287,3.22814915352014,1.48118035623644
1288,3.23711614414476,1.47826967560939
1289,3.24032835769929,1.48121902025452
1290,3.24541095626845,1.4751759387433
1291,3.24541095626845,1.4751759387433
1292,3.24461624601211,1.47194943342084
1293,3.24055107565257,1.46015772737914
1294,3.22463652519348,1.46633425537408
1295,3.20950713194767,1.45495028620882
1296,3.21204299820613,1.46975345204485
1297,3.19396931818361,1.46644415056296
1298,3.17794773000784,1.45902560472389
1299,3.1708226207834,1.47211980063345
1300,3.16899558872112,1.46082490990843
1301,3.15200915093591,1.4702651880825
1302,3.14637446996227,1.45806791765367
1303,3.14717446049813,1.4725876214137
1304,3.14286271233924,1.47093984125487
1305,3.14157590806144,1.4721496121783
1306,3.1330466901354,1.45845767187983
1307,3.1330466901354,1.45845767187983
1308,3.11792372389076,1.47674769839481
1309,3.10493722197298,1.47237697806768
1310,3.10493722197298,1.47237697806768
1311,3.10603028738599,1.45195374771812
1312,3.11373235009551,1.44851083889734
1313,3.10627066765817,1.44298616662391
1314,3.08856352974647,1.41985333208655
1315,3.10195930365782,1.41804053459712
1316,3.09877504931127,1.40674955569155
1317,3.09348251382126,1.4216644583312
1318,3.08298798760659,1.41748290203752
1319,3.11117516698616,1.41180603920341
1320,3.10473458626019,1.4167268435562
1321,3.11131706637568,1.43389977831985
1322,3.10648439148285,1.42820137077279
1323,3.11482344974623,1.41668966006931
1324,3.11316163444511,1.41249268811827
1325,3.1240212098988,1.4172163835049
1326,3.13707928077294,1.40777930538242
1327,3.15168971635544,1.40861304442887
1328,3.15168971635544,1.40861304442887
1329,3.15551705801789,1.3987453097935
1330,3.15670350479818,1.40774593448006
1331,3.16517743834075,1.40855726296658
1332,3.16308099721059,1.41230301240402
1333,3.15848138163329,1.40153447194591
1334,3.18968096451584,1.40619409738123
1335,3.19237376866124,1.40148703178997
1336,3.18260389873875,1.41472186742443
1337,3.1762412317471,1.40860484325935
1338,3.1790587571663,1.39572137525543
1339,3.17832477535641,1.38747686185319
1340,3.16816293193495,1.39408632129668
1341,3.15104227592955,1.41675609787336
1342,3.14403581684362,1.41616146381953
1343,3.14782997002495,1.43003855674438
1344,3.15652098736296,1.43472021128487
1345,3.15954030053636,1.4364588513713
1346,3.14815513459435,1.43057878803949
1347,3.14628313954871,1.43846484452767
1348,3.15241402075732,1.43755971655502
1349,3.14897118186527,1.45439232146775
1350,3.14108270816476,1.44846240252241
1351,3.14386461179277,1.45351362705151
1352,3.11697353017307,1.45374529019072
1353,3.11697353017307,1.45374529019072
1354,3.12825113316355,1.43463266817008
1355,3.12144520387156,1.43261304497419
1356,3.12269113496575,1.4405598578332
1357,3.13037298073384,1.44202227083281
1358,3.12450567861628,1.44870053866198
1359,3.12627756725648,1.45754879716185
1360,3.10341886931693,1.45289030074045
1361,3.10341886931693,1.45289030074045
1362,3.09629987678435,1.44581668499139
1363,3.09629987678435,1.44581668499139
1364,3.09932774144585,1.43597450953641
1365,3.0993563750545,1.41564811425662
1366,3.08578915023188,1.42617851234002
1367,3.07735495500434,1.41520359148157
1368,3.06488155553081,1.39604246729669
1369,3.0573100659799,1.38375549792021
1370,3.05745781558541,1.37761222785284
1371,3.06097759597006,1.38036087943337
1372,3.07081083028174,1.38974405441091
1373,3.07559382472978,1.39197993822049
1374,3.06751429469792,1.39478389666256
1375,3.06923481380429,1.39108624710108
1376,3.05778367333149,1.40879189930781
1377,3.05377590390577,1.40407959157983
1378,3.06597466711942,1.39520602188245
1379,3.08991232583882,1.38482498731424
1380,3.08173283178942,1.38415242883193
1381,3.07646787257647,1.3868239068925
1382,3.09111449470597,1.38763406261432
1383,3.09111449470597,1.38763406261432
1384,3.08702156182741,1.38166182959672
1385,3.08818914790446,1.39885809760761
1386,3.0847142899078,1.39021480818862
1387,3.08075188786188,1.38845237277769
1388,3.07843094703793,1.38661087758353
1389,3.07843094703793,1.38661087758353
1390,3.10087413142283,1.40112400291852
1391,3.1022155981255,1.39959001739223
1392,3.09395469169989,1.39754649197609
1393,3.09972036965641,1.40770590429503
1394,3.10064405994876,1.41313480487149
1395,3.08626740214169,1.43248370142151
1396,3.11063071827028,1.41701615316286
1397,3.13054441095652,1.43518563118824
1398,3.14162462093362,1.44300356621659
1399,3.15654310722912,1.44632589738497
1400,3.15654310722912,1.44632589738497
1401,3.16200774528858,1.44549809023013
1402,3.16534690266124,1.44917137968891
1403,3.16044184203158,1.45519189668577
1404,3.16068183463932,1.46376588054531
1405,3.16971797092324,1.45758689866155
1406,3.18224796333167,1.46665481531316
1407,3.18572020481621,1.4512514161837
1408,3.18674195271635,1.43415809602917
1409,3.18862621681384,1.43920787938686
1410,3.18965585170574,1.44015566790692
1411,3.18371711187336,1.44897022408509
1412,3.16697966037896,1.44596729782013
1413,3.14037686389099,1.44586973026752
1414,3.14688628727871,1.4481940124209
1415,3.14862876360357,1.43717569296416
1416,3.14161983122323,1.42288476247841
1417,3.13152429974918,1.42424023937331
1418,3.1379958126929,1.43086248191502
1419,3.12483929439015,1.43164883661017
1420,3.10056568233667,1.43411140684291
1421,3.09699582589677,1.43235694575455
1422,3.09735971701158,1.42646418114519
1423,3.10740254518201,1.42613593428548
1424,3.1174261150356,1.4111839456237
1425,3.1064765628295,1.41302844639574
1426,3.12966470324182,1.41887350183586
1427,3.15262683463893,1.41474908689164
1428,3.17071005828462,1.41291666205791
1429,3.17071005828462,1.41291666205791
1430,3.17391859635378,1.40580499428236
1431,3.19616777297396,1.38991434594312
1432,3.18576254348375,1.38611382315994
1433,3.19125397112092,1.39833747447995
1434,3.19001233816673,1.40018813598788
1435,3.20299697466208,1.41076032371364
1436,3.19226390857397,1.38834933321649
1437,3.18485873593013,1.38624664744595
1438,3.1934092243341,1.38419259943361
1439,3.18239402260179,1.37608228146278
1440,3.16279895264576,1.36203821631911
1441,3.15937946296599,1.38421637849854
1442,3.17189385467508,1.38047361648744
1443,3.17189385467508,1.38047361648744
1444,3.16424981625873,1.38558579500479
1445,3.156685650002,1.38131259333379
1446,3.14025925480343,1.36784394310811
1447,3.13458004846743,1.36016746131614
1448,3.12683058862883,1.35651755164217
1449,3.10904852306656,1.38061300208898
1450,3.12032206282454,1.37953514124424
1451,3.13230174341301,1.37030250589338
1452,3.13489388844054,1.37694949468431
1453,3.12371838756328,1.36736736986099
1454,3.11695398204071,1.36756717623198
1455,3.11808189771981,1.35641109256519
1456,3.11143371395079,1.38333014811166
1457,3.11086753030495,1.38504736745467
1458,3.09658054450652,1.39862220737818
1459,3.09249015682504,1.38680652646335
1460,3.09434774736585,1.40592133632451
1461,3.0909546947701,1.38444319867049
1462,3.0909546947701,1.38444319867049
1463,3.09466167595628,1.37900724624462
1464,3.10590624137178,1.39352362797085
1465,3.10790335107461,1.3788177646371
1466,3.11809824203431,1.39399419725973
1467,3.11042751249352,1.37989855773904
1468,3.10905905803433,1.37427678101991
1469,3.10937004473131,1.3700455032679
1470,3.10894203146953,1.37204121167469
1471,3.11402866314447,1.39039347049121
1472,3.10841506524715,1.39513215459384
1473,3.10841506524715,1.39513215459384
1474,3.10979712472229,1.39360232986783
1475,3.11690112536885,1.39706116057972
1476,3.1157692508578,1.40604603882628
1477,3.11817137554918,1.40104298196605
1478,3.12563728606533,1.40656816261717
1479,3.13611094739039,1.41689204186412
1480,3.13611094739039,1.41689204186412
1481,3.13933138760286,1.42042004693995
1482,3.14834040250929,1.41665020127954
1483,3.13404837066663,1.41794199287196
1484,3.13404837066663,1.41794199287196
1485,3.13531406625561,1.42071866903783
1486,3.13424763888905,1.41155973647141
1487,3.13223894879171,1.41953881025985
1488,3.13310589883945,1.41939017195212
1489,3.13830718013436,1.4048586547574
1490,3.13434290880992,1.40655022817954
1491,3.14896356226302,1.40604584437456
1492,3.14171570075773,1.40478292140591
1493,3.14902829808137,1.41547895987786
1494,3.14294389641312,1.41055315271292
1495,3.13968470811428,1.40278516493365
1496,3.14765665820914,1.3918586075422
1497,3.15247375621126,1.39263879853176
1498,3.15156893359658,1.40575325535423
1499,3.1539262682575,1.42689488366946
1500,3.1718522669532,1.43337593344516
1501,3.18226921062724,1.43054746081899
1502,3.20184045277517,1.43935791618553
1503,3.19993746651059,1.43821420818163
1504,3.19703004612043,1.43813178280042
1505,3.19002484183847,1.44157159613231
1506,3.19818024007361,1.46054433527096
1507,3.20032477215459,1.46700499017995
1508,3.17750870273633,1.46643862936246
1509,3.1740158167567,1.4664926084167
1510,3.17098994638426,1.47631740277845
1511,3.16627568836003,1.47162109603292
1512,3.17862811169067,1.47388865603383
1513,3.16797891332961,1.47203204366785
1514,3.17052975802395,1.48071650150021
1515,3.15955060161805,1.46294492589541
1516,3.15955060161805,1.46294492589541
1517,3.16834860226078,1.45299091280743
1518,3.16116319218215,1.44235444678374
1519,3.1721084850976,1.43866879402073
1520,3.17561656815164,1.44128295588805
1521,3.1779379800238,1.43849693644682
1522,3.18192944087096,1.46069805779942
1523,3.17974164390493,1.46417675866978
1524,3.18573804351456,1.4517032354221
1525,3.18872342027409,1.46521327913658
1526,3.18139314364747,1.4631055355302
1527,3.17096380447088,1.45156007298288
1528,3.16134432224356,1.45606189308452
1529,3.15189801570182,1.45257691883667
1530,3.15998470726151,1.45096266531202
1531,3.15998470726151,1.45096266531202
1532,3.15798264443501,1.42653410675035
1533,3.16791482853289,1.43057023715051
1534,3.16120297040211,1.42366553694296
1535,3.14570293754875,1.42331787941597
1536,3.14173816139756,1.4196777662275
1537,3.14874994673702,1.42775277578794
1538,3.12862113039335,1.43567378183343
1539,3.12383899814299,1.42286178258846
1540,3.12383899814299,1.42286178258846
1541,3.12272874634634,1.42067085742869
1542,3.11918798286011,1.41925770165352
1543,3.13068786299018,1.42414374076271
1544,3.14653604319628,1.43816115685567
1545,3.13396616677904,1.44477920355108
1546,3.13396616677904,1.44477920355108
1547,3.14043613481001,1.44415460354357
1548,3.12517133448996,1.44772577498159
1549,3.13796850069008,1.44896739149563
1550,3.13947081774135,1.45923957564639
1551,3.13947081774135,1.45923957564639
1552,3.14636148912709,1.47333616597883
1553,3.13205759746762,1.46466378792725
1554,3.10642044388163,1.46293628009598
1555,3.12389646436094,1.47115322252559
1556,3.11547928791088,1.47048303600116
1557,3.10218023283352,1.47187818979742
1558,3.10218023283352,1.47187818979742
1559,3.10001078542343,1.47042293793887
1560,3.10001078542343,1.47042293793887
1561,3.10001078542343,1.47042293793887
1562,3.09787090790889,1.47539258243214
1563,3.10580951620824,1.4724776847821
1564,3.11438524647048,1.47159215574765
1565,3.10184958618582,1.47482429927217
1566,3.10690151239369,1.47968830950424
1567,3.10690151239369,1.47968830950424
1568,3.09177305829982,1.47654464187192
1569,3.08514243365713,1.47016884255544
1570,3.08862735637807,1.46078900713705
1571,3.07123052199024,1.46155170036003
1572,3.07939615762417,1.46154063840951
1573,3.07939615762417,1.46154063840951
1574,3.10313476968642,1.46601187553164
1575,3.12686084902303,1.4651547294679
1576,3.1226301736467,1.44726723807375
1577,3.12758853291387,1.44452720053025
1578,3.12240029935966,1.44322746597675
1579,3.12388319366974,1.43494612779094
1580,3.12680360329743,1.43154766743837
1581,3.14150489846722,1.44157656202566
1582,3.14372095882221,1.44954312737173
1583,3.15738093007897,1.45485182414852
1584,3.15295945600988,1.45143114274261
1585,3.13558420510327,1.44672737524388
1586,3.13211324903336,1.44215579740515
1587,3.13477475484125,1.43261562934178
1588,3.12225625725311,1.44266486537553
1589,3.12470491846208,1.42523848272788
1590,3.12999273150292,1.4225220457071
1591,3.13831176000065,1.42244913599252
1592,3.14778286100545,1.43363077699117
1593,3.16339610111209,1.4237678564699
1594,3.16549580953238,1.40370031709996
1595,3.15144951618274,1.40674982046172
1596,3.14431320510661,1.41553714854019
1597,3.13727040346138,1.44095293571496
1598,3.1362103540094,1.43956214327093
1599,3.14589924044261,1.43289507195961
1600,3.14822979960806,1.43587535817959
1601,3.15364707218621,1.44834924542894
1602,3.15026690165941,1.42116984232248
1603,3.14544857114919,1.41615207241925
1604,3.13404869137796,1.43993806779108
1605,3.14487756086904,1.45301245436263
1606,3.14487756086904,1.45301245436263
1607,3.13862194277407,1.4360430066475
1608,3.14784919370392,1.428629411484
1609,3.14526602504124,1.43266335224765
1610,3.15810740081444,1.43176585903349
1611,3.16547757438515,1.42572614826147
1612,3.17157115173398,1.43810079078715
1613,3.15963972369767,1.43689526243427
1614,3.14262278556089,1.4382911304388
1615,3.13257583876424,1.44067672429543
1616,3.14406723217714,1.43893719952715
1617,3.15197067079965,1.43804485471705
1618,3.16139887306295,1.42703925051261
1619,3.16165348117516,1.43826387201147
1620,3.16465044793512,1.44604315406588
1621,3.17582968294313,1.4517830243482
1622,3.17582968294313,1.4517830243482
1623,3.17004046179561,1.45839531982419
1624,3.17599080768317,1.45945878806222
1625,3.1723506145495,1.46302069911257
1626,3.17569815986514,1.4629110516623
1627,3.18401371520765,1.46415522457293
1628,3.18403711147792,1.46828652594778
1629,3.19183461342064,1.46663136533338
1630,3.20963162954412,1.44791538126501
1631,3.20963162954412,1.44791538126501
1632,3.19521306277843,1.44426421263066
1633,3.19755325202468,1.43460081570167
1634,3.18673049818345,1.43887498844826
1635,3.19183718101862,1.44307037131331
1636,3.17725146607493,1.44066702314414
1637,3.18448010982807,1.43466120218606
1638,3.17643009367771,1.43050642108268
1639,3.19540478994518,1.43952307546843
1640,3.18331845886684,1.43645825037926
1641,3.1850048732667,1.42881238163406
1642,3.17496973572325,1.4295207580275
1643,3.18006096248369,1.43326240568983
1644,3.17317727035739,1.42037950192131
1645,3.16782414902353,1.40739763386928
1646,3.17761841450962,1.39828587974739
1647,3.16434918869599,1.40519939983241
1648,3.15043910568736,1.40096846172742
1649,3.17037842798525,1.39640097778353
1650,3.17386037399226,1.39647196730382
1651,3.1860753225685,1.38582771100716
1652,3.18398646517168,1.38891148173505
1653,3.17224105361282,1.38995226983504
1654,3.15558487689038,1.3898767263512
1655,3.15202792640557,1.40330306115846
1656,3.14653827568408,1.40582872284189
1657,3.14653827568408,1.40582872284189
1658,3.15306474294576,1.41931270843327
1659,3.16342097805239,1.41207386316668
1660,3.15554972092626,1.40595273984271
1661,3.15708904110623,1.39769444273091
1662,3.14033150240199,1.38964080506258
1663,3.14446497583138,1.39280281957555
1664,3.14462560712985,1.39465894091056
1665,3.14522590929422,1.39413390405977
1666,3.12689291157106,1.37245977405022
1667,3.12150109151721,1.36892354933271
1668,3.13278142465434,1.3665651733517
1669,3.14401593804963,1.35387941841219
1670,3.14401593804963,1.35387941841219
1671,3.16565603530735,1.37225591107383
1672,3.15291767807794,1.36901323479418
1673,3.14966944737527,1.386901520423
1674,3.14074628144969,1.38458110627182
1675,3.12706486038665,1.38348497523097
1676,3.13674442846319,1.36186027317221
1677,3.13780050676889,1.33547421897432
1678,3.13404109810799,1.32545200478966
1679,3.14170082502719,1.32377781407386
1680,3.14170082502719,1.32377781407386
1681,3.13361370628357,1.31633122481672
1682,3.14924302802929,1.31447570346729
1683,3.14172292384265,1.3176378221144
1684,3.14172292384265,1.3176378221144
1685,3.14358308866542,1.3218723854903
1686,3.14358308866542,1.3218723854903
1687,3.14358308866542,1.3218723854903
1688,3.15559643893878,1.32508917950524
1689,3.16822837705641,1.33246349630499
1690,3.162648778525,1.33671056247245
1691,3.16119589379459,1.35100725644789
1692,3.1800409034251,1.34601690195134
1693,3.18140118475284,1.34691372054438
1694,3.17372527616519,1.36528196294932
1695,3.1778528254973,1.36847846269673
1696,3.18329407850579,1.36433901248535
1697,3.1824836428924,1.37260276716895
1698,3.17963840212212,1.37559162461718
1699,3.17483526354278,1.38330588184782
1700,3.17483526354278,1.38330588184782
1701,3.18480554436086,1.38613312083567
1702,3.20128037595142,1.3831729256802
1703,3.21056121852007,1.38078905121674
1704,3.21166340253972,1.37911837386447
1705,3.21762188180277,1.37646851334587
1706,3.19736799716178,1.38989664472153
1707,3.19848721190259,1.39396973220748
1708,3.19968696779362,1.38974192660884
1709,3.1969200591342,1.39128395516225
1710,3.19654507974552,1.38370534263343
1711,3.19294949471122,1.38642131669759
1712,3.19439116068759,1.37518533348194
1713,3.19730467170792,1.3799761718882
1714,3.19730467170792,1.3799761718882
1715,3.17603371231933,1.40014941416671
1716,3.16810748262773,1.39826760100229
1717,3.16862778750863,1.40315472042774
1718,3.17163772045791,1.3873388175546
1719,3.17163772045791,1.3873388175546
1720,3.15957487633959,1.38667513373789
1721,3.16420978911955,1.39093642231852
1722,3.15698017417505,1.3859352299643
1723,3.15154872307617,1.38012134711315
1724,3.13153701965622,1.39974579412639
1725,3.13026628635214,1.39852988548407
1726,3.12632004317449,1.37485795847154
1727,3.12010109675579,1.37164020758407
1728,3.13232859576534,1.3759905815162
1729,3.13534613856246,1.3963078045581
1730,3.13534613856246,1.3963078045581
1731,3.14325739594858,1.40075234146006
1732,3.15241495445536,1.40362650440094
1733,3.16510081061918,1.37705633264158
1734,3.17658355415648,1.38788721598649
1735,3.17658355415648,1.38788721598649
1736,3.1736728165771,1.38359988241514
1737,3.1736728165771,1.38359988241514
1738,3.17423189781843,1.3762993458114
1739,3.1656225904375,1.38113106122793
1740,3.17878491381751,1.39209362898195
1741,3.18032623137915,1.3892575204288
1742,3.18032623137915,1.3892575204288
1743,3.1865845773013,1.39105023776019
1744,3.19435041539026,1.40103502962548
1745,3.19638577360029,1.41188237831217
1746,3.18196992790095,1.40508616367675
1747,3.16000349307285,1.41557090392811
1748,3.15181714341748,1.41960586869434
1749,3.14463725894255,1.40978419631121
1750,3.15602119899915,1.40347936599967
1751,3.14171038976229,1.39955619748819
1752,3.1313151571799,1.39507375044292
1753,3.13319093903173,1.38781226228814
1754,3.14926645662285,1.3792430172851
1755,3.1447610767879,1.40300024826119
1756,3.13160971027006,1.38742920306991
1757,3.14992928227152,1.39021948917617
1758,3.15464404432791,1.38813881321031
1759,3.1664518090074,1.39637870701349
1760,3.15661443670012,1.41307991380159
1761,3.16870723691418,1.41809829131557
1762,3.15597184458844,1.42801006677214
1763,3.15163950885152,1.42615925869032
1764,3.16567983994888,1.44120211594261
1765,3.16496485014462,1.44563225227311
1766,3.15859677650768,1.4492598385694
1767,3.15362521434851,1.45645289516131
1768,3.15631577452905,1.45234368486127
1769,3.15699866428706,1.44554241499693
1770,3.15118704566113,1.44161083301196
1771,3.15870817747883,1.43080391581463
1772,3.13676009954517,1.44870873659731
1773,3.13114970962387,1.4547097273351
1774,3.14823895260991,1.43615419302263
1775,3.13840142509901,1.42581329858685
1776,3.12753795766747,1.43104958915482
1777,3.12837128356579,1.41109986250079
1778,3.12837128356579,1.41109986250079
1779,3.13986671376185,1.41970477415435
1780,3.1448356530111,1.41632512985238
1781,3.15703280915922,1.40725057197132
1782,3.15809905053877,1.40440994561505
1783,3.1570219805341,1.41362439691642
1784,3.16213637448978,1.40237796025059
1785,3.16146358402809,1.40148492692198
1786,3.16551053013555,1.39934243711278
1787,3.15833662696639,1.38980532649978
1788,3.15433029194219,1.38713033413091
1789,3.16901159865507,1.38597216712456
1790,3.17618038907516,1.39006008818765
1791,3.17898278852865,1.38848790095836
1792,3.17793872837766,1.38920839328145
1793,3.17708196727255,1.38145146002527
1794,3.16888286225486,1.36627973546078
1795,3.17200699105345,1.37835010149814
1796,3.15584056359427,1.37629251095332
1797,3.13602776995157,1.38918260047102
1798,3.1441791683226,1.37655729122576
1799,3.16085743060408,1.36333334360556
1800,3.18226617808888,1.36299263723805
1801,3.19450297480107,1.34890194926275
1802,3.19450297480107,1.34890194926275
1803,3.19063107078541,1.34460309220168
1804,3.19063107078541,1.34460309220168
1805,3.19576049107784,1.35205952278362
1806,3.1941371819667,1.35336792319202
1807,3.18541149816377,1.3422594106336
1808,3.18722545043636,1.34584769878755
1809,3.20150894044543,1.35767293319387
1810,3.20524989554706,1.35367280829667
1811,3.20541021133774,1.35640487589989
1812,3.22124754618113,1.35522082338503
1813,3.22024747835856,1.37055014505295
1814,3.22024747835856,1.37055014505295
1815,3.22581291258158,1.388977088537
1816,3.23152071686628,1.40629360262181
1817,3.23367923420736,1.42048723673178
1818,3.23806862900636,1.42084544066618
1819,3.22877770011205,1.43358105698435
1820,3.21890529988687,1.42065427624252
1821,3.221273344907,1.43066353271734
1822,3.21868761545919,1.44256294530097
1823,3.21151217367011,1.44866250081121
1824,3.20651734632096,1.44082433372378
1825,3.20750869479756,1.44083131127172
1826,3.22209249461679,1.427168585832
1827,3.22920137709113,1.41255135830823
1828,3.22905761976866,1.40903029241222
1829,3.23470999127421,1.409841797926
1830,3.24041882012565,1.40753372765646
1831,3.23333263542568,1.41601347844834
1832,3.22802158856461,1.42002259453791
1833,3.23037878400547,1.42491248413647
1834,3.22229668206964,1.42236235011933
1835,3.213415307783,1.4288562093747
1836,3.21277905523481,1.4170961409227
1837,3.21809866295019,1.40701319434004
1838,3.21391735273358,1.40492266195401
1839,3.20690763783853,1.38790555796127
1840,3.20913857343298,1.36950848275957
1841,3.20913857343298,1.36950848275957
1842,3.20913857343298,1.36950848275957
1843,3.21477445074703,1.36317650818533
1844,3.22506130962782,1.37675300065885
1845,3.2280951719165,1.38262962795495
1846,3.24004618591895,1.40740126708668
1847,3.22422606758715,1.41224917386691
1848,3.22556033623417,1.39387238375623
1849,3.22037767009311,1.39979688368733
1850,3.22432736809581,1.39803081895832
1851,3.22495569737759,1.41138461965688
1852,3.2177484629961,1.40716866146529
1853,3.2177484629961,1.40716866146529
1854,3.21942742403899,1.4074997827207
1855,3.24501030179156,1.39761796734058
1856,3.22822962574751,1.38048898379879
1857,3.23913899235214,1.37371403085135
1858,3.22424958275504,1.36958894786079
1859,3.21210486335463,1.37254356067186
1860,3.20515182360513,1.37385030284954
1861,3.20675744401596,1.36948745448347
1862,3.20100670328655,1.37964295915149
1863,3.20342181640002,1.36360520326177
1864,3.20098335876081,1.36720272004396
1865,3.21001845169491,1.36461332039345
1866,3.21043178552043,1.384846664186
1867,3.22706496150671,1.38763569583136
1868,3.22760091008335,1.38663847337533
1869,3.22760091008335,1.38663847337533
1870,3.22807036744922,1.38807250744009
1871,3.20586442175682,1.4004751535821
1872,3.20560709425717,1.40047552446958
1873,3.20586221225308,1.41658971092041
1874,3.21401403899692,1.41823260537392
1875,3.22538426619155,1.40848094647648
1876,3.22920518245524,1.4132102167738
1877,3.22875367659028,1.43206141081448
1878,3.21921699139691,1.43036397504792
1879,3.23128489605395,1.44241657007636
1880,3.22244316159311,1.42476743916427
1881,3.22785430774096,1.42609367642079
1882,3.21493021880637,1.43428997676396
1883,3.21034794768072,1.45605768220314
1884,3.22218358340819,1.44295077183053
1885,3.23449904414769,1.44405333410138
1886,3.24741054205443,1.45338511233763
1887,3.25814659855991,1.43890678403727
1888,3.25995922354732,1.43608348158513
1889,3.25549301242037,1.4367545509794
1890,3.2659263181046,1.4477427607528
1891,3.27188536465905,1.4443325409524
1892,3.2777299530615,1.44731854656154
1893,3.2789558052158,1.4429042557298
1894,3.27594109168296,1.42473921659397
1895,3.27088561099772,1.42306434114742
1896,3.27724080454514,1.41352769178709
1897,3.27724080454514,1.41352769178709
1898,3.27525658320144,1.42344524403179
1899,3.25666496054423,1.42278087494319
1900,3.25526159235669,1.41509180858192
1901,3.24438845352664,1.39962080909384
1902,3.23810920129915,1.3861399207949
1903,3.23300264323896,1.38978133660557
1904,3.22316376749823,1.38399353067596
1905,3.21221735089282,1.38500776724418
1906,3.21499506489854,1.38563948325926
1907,3.21295813805241,1.37793022930934
1908,3.19339257241278,1.37343639356183
1909,3.19422509443979,1.39718785757335
1910,3.19981794283806,1.40845187208282
1911,3.19003699978783,1.39926055773788
1912,3.20924501409401,1.38266384232903
1913,3.20924501409401,1.38266384232903
1914,3.21757776309456,1.39589861669129
1915,3.21012813976299,1.38438944345729
1916,3.20916089825703,1.39187100483039
1917,3.20567826666561,1.39485770014617
1918,3.20205918281641,1.41224429735501
1919,3.18941135570552,1.41713837918597
1920,3.19527723748125,1.43447195607483
1921,3.20349997179962,1.40846375693893
1922,3.19100173215303,1.40742238229619
1923,3.18262118355257,1.41544104765727
1924,3.18115935800644,1.40693983761295
1925,3.18390260279591,1.41038661309933
1926,3.19697413670192,1.40252173684581
1927,3.20606229973939,1.40577568799629
1928,3.19878994722503,1.40812564138462
1929,3.20737667690702,1.41492742028138
1930,3.2029052553838,1.41816172927195
1931,3.21244055015418,1.40630995904074
1932,3.20897748410542,1.41812177925288
1933,3.20897748410542,1.41812177925288
1934,3.20542495467419,1.41625716548269
1935,3.21631944671802,1.4188288726663
1936,3.21063994417339,1.41068062585994
1937,3.21405179695656,1.40504138967416
1938,3.22556475930312,1.40888206753905
1939,3.23146505233786,1.4368063297065
1940,3.23329580475006,1.44402347816219
1941,3.23094777956713,1.45198640202874
1942,3.23046550881437,1.45119659209926
1943,3.2490779626834,1.44142940989224
1944,3.2490779626834,1.44142940989224
1945,3.24762831725367,1.45223068963262
1946,3.2679920437956,1.45355662806328
1947,3.27133369903361,1.45403347478159
1948,3.2666862871024,1.46458113209018
1949,3.27085037183615,1.46409876411508
1950,3.26524535749513,1.4496732272747
1951,3.24795324928319,1.46060390362843
1952,3.24996080924105,1.45304360275952
1953,3.24731658937807,1.45016106581673
1954,3.24731658937807,1.45016106581673
1955,3.23662308772764,1.43774782978688
1956,3.21820537485518,1.4438168026075
1957,3.20478053935025,1.45464345012926
1958,3.19936305223036,1.46211118076878
1959,3.20325517523952,1.45505352564142
1960,3.20859379448741,1.43988680761334
1961,3.22803435359033,1.42784246414633
1962,3.22200788439198,1.44034722737861
1963,3.21811573952277,1.42127931431382
1964,3.20739227423363,1.42037943050903
1965,3.2062617233948,1.40797397647336
1966,3.20022719652877,1.40580580540771
1967,3.20718091681665,1.4180844946704
1968,3.21610138289154,1.39725690918703
1969,3.21416236182457,1.38675810741293
1970,3.21416236182457,1.38675810741293
1971,3.21318547761713,1.38588459447503
1972,3.19951808308289,1.39950684269906
1973,3.19340272308196,1.4016217780996
1974,3.19801066300831,1.40805835570644
1975,3.18849253123211,1.39086052339701
1976,3.20961260232689,1.37308453231056
1977,3.19543691648273,1.36406612546128
1978,3.18232865196268,1.35576928247368
1979,3.20138048857921,1.35789866716028
1980,3.20837539304509,1.3543637804241
1981,3.19101292753055,1.35474894934321
1982,3.18514921902061,1.36236916792695
1983,3.19544139778697,1.3564938452629
1984,3.19826633214858,1.34198683602971
1985,3.19826633214858,1.34198683602971
1986,3.19826633214858,1.34198683602971
1987,3.19678769260629,1.34773782137327
1988,3.20472314796897,1.33806577169983
1989,3.19816591944309,1.33713478430888
1990,3.17542836615366,1.34820597280698
1991,3.16380526192563,1.35432850829333
1992,3.16380526192563,1.35432850829333
1993,3.15284677951905,1.36170284568843
1994,3.14180392222443,1.35577656285248
1995,3.14180392222443,1.35577656285248
1996,3.12418849736927,1.3632819132835
1997,3.11476657589124,1.36401375510868
1998,3.09543249950269,1.36634023342634
1999,3.09543249950269,1.36634023342634
2000,3.09425900399817,1.35342758001287
2001,3.09502084334277,1.36311696454289
2002,3.1095069168198,1.3703898719755
2003,3.12748332529763,1.37345156978688
2004,3.09136119269299,1.37460166420339
2005,3.10924700621057,1.35842142753756
2006,3.10951933194152,1.35379243722729
2007,3.1116204554251,1.36094670003491
2008,3.1116204554251,1.36094670003491
2009,3.1116204554251,1.36094670003491
2010,3.1116204554251,1.36094670003491
